Date	Ping	Down	Up
20160816 00:30:00	error	error	error
20160816 01:00:00	error	error	error
20160816 01:30:00	error	error	error
20160816 02:00:00	error	error	error
20160816 02:30:00	error	error	error
20160816 03:00:00	error	error	error
20160816 03:30:00	error	error	error
20160816 04:00:00	error	error	error
20160816 04:30:01	error	error	error
20160816 05:00:00	error	error	error
20160816 05:30:00	error	error	error
20160816 06:00:00	error	error	error
20160816 06:30:00	error	error	error
20160816 07:00:01	error	error	error
20160816 07:30:00	error	error	error
20160816 08:00:01	error	error	error
20160816 08:30:00	error	error	error
20160816 09:00:00	error	error	error
20160816 09:30:00	error	error	error
20160816 10:00:00	error	error	error
20160816 10:30:00	error	error	error
20160816 11:00:00	error	error	error
20160816 11:30:00	error	error	error
20160816 12:00:00	error	error	error
20160816 12:30:00	error	error	error
20160816 13:00:00	error	error	error
20160816 13:30:00	error	error	error
20160816 14:00:00	error	error	error
20160816 14:30:00	error	error	error
20160816 15:00:00	12.728	92.08	27.22
20160816 15:30:00	12.065	90.76	26.49
20160816 16:00:00	11.247	89.30	27.27
20160816 16:30:00	11.574	89.65	26.31
20160816 17:00:00	12.778	91.93	27.54
20160816 17:30:00	12.374	92.75	28.07
20160816 18:00:00	12.354	84.97	28.05
20160816 18:30:00	11.818	88.12	27.21
20160816 19:00:00	14.275	85.65	24.95
20160816 19:30:00	12.308	73.74	23.36
20160816 20:00:00	60.222	60.40	18.47
20160816 20:30:00	68.423	63.22	14.96
20160816 21:00:01	51.946	59.74	19.19
20160816 21:30:01	33.142	77.41	21.81
20160816 22:00:00	12.244	91.13	27.66
20160816 22:30:00	12.368	90.77	26.87
20160816 23:00:01	12.188	90.77	27.76
20160816 23:30:00	13.148	93.55	25.42
20160817 00:00:00	12.2	91.62	26.58
20160817 00:30:00	12.143	87.32	25.22
20160817 01:00:00	12.327	91.18	27.75
20160817 01:30:00	12.288	90.27	29.62
20160817 02:00:00	12.448	89.98	24.86
20160817 02:30:00	12.548	93.59	27.78
20160817 03:00:00	12.241	92.36	28.06
20160817 03:30:00	12.325	91.97	27.43
20160817 04:00:00	12.379	90.26	27.44
20160817 04:30:00	12.433	93.26	28.03
20160817 05:00:00	27.736	93.26	25.89
20160817 05:30:00	11.15	83.85	28.11
20160817 06:00:00	11.455	87.10	27.56
20160817 06:30:00	11.979	93.38	29.72
20160817 07:00:01	12.29	92.73	26.47
20160817 07:30:00	12.357	90.29	27.89
20160817 08:00:00	12.648	86.77	27.97
20160817 08:30:00	15.088	93.19	28.23
20160817 09:00:00	12.612	91.50	25.13
20160817 09:30:00	13.1	92.81	27.62
20160817 10:00:00	12.179	89.72	24.95
20160817 10:30:00	24.62	92.94	28.15
20160817 11:00:00	12.242	91.06	26.22
20160817 11:30:00	12.351	90.28	24.45
20160817 12:00:00	12.492	92.31	25.81
20160817 12:30:00	12.282	91.00	27.31
20160817 13:00:00	11.893	91.21	27.27
20160817 13:30:00	12.342	90.72	28.66
20160817 14:00:00	12.528	90.59	26.76
20160817 14:30:00	11.591	88.96	25.23
20160817 15:00:00	12.033	92.58	27.55
20160817 15:30:00	12.889	91.95	30.57
20160817 16:00:00	12.446	91.36	28.88
20160817 16:30:01	12.379	90.99	26.60
20160817 17:00:00	12.723	91.50	29.21
20160817 17:30:00	26.016	93.02	26.18
20160817 18:00:01	12.6	89.89	29.22
20160817 18:30:00	12.474	91.15	28.38
20160817 19:00:00	14.269	92.04	25.28
20160817 19:30:00	12.626	75.12	18.89
20160817 20:00:00	11.728	85.17	25.65
20160817 20:30:00	11.638	92.32	28.99
20160817 21:00:00	11.189	94.04	25.26
20160817 21:30:00	10.613	92.77	29.84
20160817 22:00:00	150.157	93.04	25.21
20160817 22:30:00	102.458	93.37	27.31
20160817 23:00:01	11.177	91.58	27.48
20160817 23:30:00	90.589	88.85	27.30
20160818 00:00:00	11.125	93.23	25.72
20160818 00:30:00	90.211	86.72	26.10
20160818 01:00:00	11.001	92.62	26.88
20160818 01:30:00	136.182	91.49	26.55
20160818 02:00:00	11.062	92.71	25.14
20160818 02:30:00	135.256	93.11	26.99
20160818 03:00:00	11.257	90.82	29.44
20160818 03:30:00	133.098	93.60	27.18
20160818 04:00:00	169.713	91.19	28.90
20160818 04:30:01	11.477	93.21	25.29
20160818 05:00:00	143.859	93.00	23.91
20160818 05:30:00	9.65	92.27	27.71
20160818 06:00:00	10.68	92.64	28.48
20160818 06:30:00	114.388	90.66	28.71
20160818 07:00:00	11.205	93.15	28.67
20160818 07:30:00	107.248	93.66	28.08
20160818 08:00:00	10.928	92.21	27.17
20160818 08:30:00	12.477	93.15	26.40
20160818 09:00:01	107.53	92.98	27.26
20160818 09:30:00	11.167	93.12	27.92
20160818 10:00:00	108.614	92.66	26.46
20160818 10:30:00	13.002	86.28	28.78
20160818 11:00:00	122.169	90.15	27.99
20160818 11:30:00	11.112	88.92	28.23
20160818 12:00:00	159.247	92.22	26.01
20160818 12:30:00	12.12	89.06	25.78
20160818 13:00:00	119.38	89.52	27.94
20160818 13:30:00	18.647	88.37	27.35
20160818 14:00:00	11.998	92.80	28.99
20160818 14:30:00	116.534	93.22	27.63
20160818 15:00:00	12.565	89.05	29.41
20160818 15:30:00	82.153	89.32	23.97
20160818 16:00:00	97.646	84.15	26.75
20160818 16:30:01	11.521	89.16	28.21
20160818 17:00:00	113.818	88.90	24.79
20160818 17:30:00	12.386	90.30	28.30
20160818 18:00:01	129.168	90.76	27.93
20160818 18:30:00	132.95	88.59	23.85
20160818 19:00:00	11.087	89.98	29.36
20160818 19:30:00	11.212	93.00	25.64
20160818 20:00:00	35.448	75.57	15.75
20160818 20:30:00	217.536	75.02	20.16
20160818 21:00:00	23.593	83.54	27.19
20160818 21:30:00	16.768	77.98	23.91
20160818 22:00:00	160.206	90.44	26.35
20160818 22:30:00	210.298	91.75	27.48
20160818 23:00:00	10.837	90.02	26.12
20160818 23:30:00	10.505	91.16	28.07
20160819 00:00:00	16.961	94.11	27.77
20160819 00:30:00	117.531	93.06	28.64
20160819 01:00:01	79.462	90.12	27.49
20160819 01:30:00	10.966	93.23	27.33
20160819 02:00:00	10.855	91.38	27.43
20160819 02:30:00	46.455	91.36	25.34
20160819 03:00:00	10.42	92.29	26.26
20160819 03:30:00	10.99	90.69	25.35
20160819 04:00:00	115.158	91.28	27.49
20160819 04:30:00	11.145	92.06	27.60
20160819 05:00:00	10.919	92.51	28.66
20160819 05:30:00	12.321	90.21	28.90
20160819 06:00:00	104.988	91.71	26.25
20160819 06:30:00	11.328	92.34	27.62
20160819 07:00:00	118.553	88.36	27.03
20160819 07:30:00	105.302	92.81	27.82
20160819 08:00:00	11.283	91.45	27.43
20160819 08:30:00	82.02	92.04	28.27
20160819 09:00:00	13.41	92.13	27.79
20160819 09:30:00	121.277	91.87	27.34
20160819 10:00:01	94.517	92.48	24.47
20160819 10:30:00	110.502	91.73	26.50
20160819 11:00:00	11.581	90.49	26.69
20160819 11:30:00	132.824	88.61	27.14
20160819 12:00:00	86.098	82.70	26.34
20160819 12:30:00	11.394	93.42	28.85
20160819 13:00:00	129.186	87.04	27.11
20160819 13:30:00	118.169	92.11	26.44
20160819 14:00:00	11.229	91.44	27.98
20160819 14:30:00	117.593	92.97	26.66
20160819 15:00:00	27.46	92.61	27.58
20160819 15:30:00	105.116	92.71	25.03
20160819 16:00:00	10.594	92.44	29.78
20160819 16:30:00	117.676	93.21	27.62
20160819 17:00:00	10.197	93.27	28.45
20160819 17:30:00	12.448	93.86	26.36
20160819 18:00:00	171.17	90.77	24.44
20160819 18:30:01	120.676	92.81	28.11
20160819 19:00:00	10.458	89.58	28.65
20160819 19:30:00	101.831	91.55	29.84
20160819 20:00:00	17.028	71.00	28.57
20160819 20:30:00	93.024	78.29	17.55
20160819 21:00:00	43.443	67.42	16.54
20160819 21:30:00	129.743	76.00	16.02
20160819 22:00:00	30.717	77.11	23.05
20160819 22:30:01	84.624	77.87	23.23
20160819 23:00:00	124.357	73.73	27.93
20160819 23:30:00	11.214	90.61	28.30
20160820 00:00:00	10.891	90.98	26.31
20160820 00:30:00	83.458	90.87	25.99
20160820 01:00:00	75.396	91.47	25.64
20160820 01:30:00	155.399	94.27	23.17
20160820 02:00:01	12.142	92.66	27.07
20160820 02:30:00	10.983	90.82	27.74
20160820 03:00:00	114.718	91.48	27.55
20160820 03:30:00	21.467	89.62	25.32
20160820 04:00:01	104.41	89.80	27.38
20160820 04:30:00	12.73	92.54	27.77
20160820 05:00:00	11.597	91.72	25.17
20160820 05:30:00	98.019	92.80	25.93
20160820 06:00:00	10.675	90.82	28.38
20160820 06:30:00	87.759	93.17	27.85
20160820 07:00:00	139.805	90.60	25.27
20160820 07:30:00	135.733	84.88	26.54
20160820 08:00:00	11.176	90.59	27.22
20160820 08:30:00	81.519	90.00	26.59
20160820 09:00:01	11.009	90.19	27.50
20160820 09:30:00	110.928	92.65	29.76
20160820 10:00:00	81.056	90.87	29.41
20160820 10:30:00	13.067	90.22	26.21
20160820 11:00:00	156.608	89.42	28.17
20160820 11:30:00	128.584	93.41	27.22
20160820 12:00:00	11.168	88.70	27.79
20160820 12:30:00	88.716	89.55	29.70
20160820 13:00:00	11.137	87.76	28.03
20160820 13:30:00	102.26	85.56	27.13
20160820 14:00:00	29.752	71.03	18.10
20160820 14:30:01	204.846	74.15	23.65
20160820 15:00:00	14.728	77.42	18.97
20160820 15:30:00	11.214	83.22	28.30
20160820 16:00:00	109.005	78.98	27.56
20160820 16:30:00	17.426	84.08	21.52
20160820 17:00:00	202.361	61.12	16.21
20160820 17:30:00	16.086	81.59	26.96
20160820 18:00:00	144.167	71.93	17.87
20160820 18:30:00	12.466	86.82	28.22
20160820 19:00:00	82.419	53.31	14.15
20160820 19:30:01	73.771	90.28	26.83
20160820 20:00:00	15.949	85.66	23.18
20160820 20:30:00	105.146	74.88	24.16
20160820 21:00:00	11.362	82.60	23.82
20160820 21:30:00	10.908	89.69	25.44
20160820 22:00:00	80.613	80.34	19.52
20160820 22:30:00	11.235	85.58	23.01
20160820 23:00:00	122.426	90.88	25.64
20160820 23:30:00	11.17	90.40	26.13
20160821 00:00:00	144.746	88.39	26.65
20160821 00:30:00	10.885	92.15	26.95
20160821 01:00:00	10.447	90.56	27.42
20160821 01:30:00	118.453	89.97	31.01
20160821 02:00:00	81.56	88.82	25.12
20160821 02:30:00	130.683	91.49	28.20
20160821 03:00:00	11.04	88.25	28.03
20160821 03:30:00	126.759	92.50	27.96
20160821 04:00:00	11.35	91.55	25.44
20160821 04:30:00	12.17	90.17	25.53
20160821 05:00:00	122.99	91.03	27.36
20160821 05:30:00	10.845	91.29	27.32
20160821 06:00:00	167.111	91.93	27.45
20160821 06:30:00	11.565	91.43	29.47
20160821 07:00:00	107.054	89.69	24.46
20160821 07:30:00	95.629	92.49	28.06
20160821 08:00:00	11.321	88.18	27.99
20160821 08:30:00	10.716	92.86	27.85
20160821 09:00:00	74.762	92.06	25.76
20160821 09:30:00	128.019	90.71	25.98
20160821 10:00:00	11.557	93.18	27.89
20160821 10:30:00	81.892	90.05	28.30
20160821 11:00:00	11.69	88.20	25.98
20160821 11:30:00	99.044	91.00	28.86
20160821 12:00:00	182.634	87.19	27.35
20160821 12:30:01	12.17	89.45	26.15
20160821 13:00:00	107.195	85.06	28.36
20160821 13:30:00	10.86	83.56	28.39
20160821 14:00:00	83.602	87.67	26.03
20160821 14:30:00	117.694	89.64	30.91
20160821 15:00:00	15.65	75.35	21.69
20160821 15:30:01	36.728	66.51	22.35
20160821 16:00:00	166.281	59.41	17.29
20160821 16:30:00	37.809	69.50	18.44
20160821 17:00:00	11.378	68.27	18.75
20160821 17:30:00	44.477	66.64	14.03
20160821 18:00:00	70.207	47.99	15.58
20160821 18:30:00	85.793	55.54	14.90
20160821 19:00:00	95.014	43.23	13.08
20160821 19:30:00	112.749	42.87	14.02
20160821 20:00:00	91.684	49.52	15.84
20160821 20:30:00	106.11	53.12	15.70
20160821 21:00:00	140.764	40.11	13.24
20160821 21:30:00	83.666	53.97	14.90
20160821 22:00:01	36.022	68.40	15.48
20160821 22:30:00	125.832	89.95	28.55
20160821 23:00:00	9.099	92.15	26.97
20160821 23:30:01	101.583	93.81	28.02
20160822 00:00:00	10.68	92.46	26.56
20160822 00:30:00	157.225	92.53	28.80
20160822 01:00:00	10.701	92.79	26.29
20160822 01:30:00	11.001	93.16	26.87
20160822 02:00:00	123.9	86.76	28.77
20160822 02:30:00	11.886	91.43	30.11
20160822 03:00:01	111.886	91.95	24.97
20160822 03:30:00	10.706	88.99	26.45
20160822 04:00:00	114.745	91.56	27.01
20160822 04:30:00	96.506	91.71	26.74
20160822 05:00:00	10.779	89.55	26.49
20160822 05:30:00	10.848	91.78	29.35
20160822 06:00:00	75.958	92.10	26.95
20160822 06:30:00	11.822	92.28	26.77
20160822 07:00:00	153.355	93.28	25.33
20160822 07:30:00	11.456	89.06	28.14
20160822 08:00:00	150.555	92.28	27.61
20160822 08:30:00	11.171	89.83	27.50
20160822 09:00:00	121.772	91.19	27.12
20160822 09:30:00	11.697	90.02	26.76
20160822 10:00:00	94.013	91.66	27.28
20160822 10:30:00	87.454	90.97	28.25
20160822 11:00:00	159.177	93.17	27.14
20160822 11:30:01	140.516	92.91	27.73
20160822 12:00:00	120.25	84.68	27.42
20160822 12:30:00	170.28	89.90	24.80
20160822 13:00:00	11.764	92.33	28.45
20160822 13:30:00	11.309	89.06	28.69
20160822 14:00:00	12.045	90.01	26.24
20160822 14:30:00	81.436	93.55	28.63
20160822 15:00:00	134.988	91.28	28.54
20160822 15:30:01	75.517	92.59	28.17
20160822 16:00:00	11.458	90.10	27.98
20160822 16:30:00	126.06	90.50	26.36
20160822 17:00:00	40.427	73.06	23.61
20160822 17:30:00	30.119	71.37	17.79
20160822 18:00:00	172.801	81.08	19.79
20160822 18:30:01	22.333	86.19	24.74
20160822 19:00:00	67.586	70.16	16.45
20160822 19:30:01	153.306	79.51	25.68
20160822 20:00:00	54.773	65.71	16.63
20160822 20:30:00	124.963	58.89	15.79
20160822 21:00:00	124.436	51.31	14.16
20160822 21:30:00	71.819	55.23	18.55
20160822 22:00:00	78.956	54.24	13.18
20160822 22:30:01	103.976	76.88	21.28
20160822 23:00:01	11.112	93.05	24.39
20160822 23:30:01	160.043	91.75	27.68
20160823 00:00:00	110.544	93.82	27.10
20160823 00:30:00	108.421	92.94	26.27
20160823 01:00:00	10.689	92.04	28.17
20160823 01:30:00	132.762	92.82	26.97
20160823 02:00:00	144.42	84.21	26.30
20160823 02:30:00	10.831	89.60	22.35
20160823 03:00:00	269.756	90.04	27.71
20160823 03:30:00	156.172	91.60	26.15
20160823 04:00:00	11.875	92.09	26.29
20160823 04:30:00	136.995	87.61	27.02
20160823 05:00:00	10.901	89.08	28.60
20160823 05:30:01	10.451	91.56	30.12
20160823 06:00:01	84.188	92.54	26.59
20160823 06:30:00	10.422	92.12	27.03
20160823 07:00:00	10.746	93.49	25.74
20160823 07:30:00	128.68	92.68	28.12
20160823 08:00:01	11.268	88.84	26.38
20160823 08:30:00	12.166	92.36	28.91
20160823 09:00:00	127.84	89.28	29.20
20160823 09:30:00	11.203	92.07	27.42
20160823 10:00:00	115.307	92.40	26.07
20160823 10:30:00	11.216	92.10	28.79
20160823 11:00:00	117.418	92.85	26.73
20160823 11:30:00	10.274	89.65	26.87
20160823 12:00:00	144.288	88.64	27.25
20160823 12:30:00	136.425	88.88	26.42
20160823 13:00:00	11.302	91.63	28.28
20160823 13:30:00	127.949	92.42	26.89
20160823 14:00:01	11.78	91.01	27.39
20160823 14:30:00	127.678	92.29	26.68
20160823 15:00:00	11.233	93.25	24.82
20160823 15:30:00	117.326	92.58	25.86
20160823 16:00:01	11.762	88.48	26.73
20160823 16:30:00	12.247	90.94	22.05
20160823 17:00:00	100.018	92.05	26.58
20160823 17:30:00	125.05	93.33	28.68
20160823 18:00:01	111.951	88.31	27.44
20160823 18:30:01	11.09	91.32	27.07
20160823 19:00:00	11.422	92.91	25.59
20160823 19:30:00	12.378	92.70	26.29
20160823 20:00:00	124.604	86.74	26.37
20160823 20:30:00	26.838	92.24	28.36
20160823 21:00:01	105.275	89.50	28.44
20160823 21:30:00	159.969	80.05	24.14
20160823 22:00:00	118.696	87.20	28.14
20160823 22:30:00	160.81	88.83	29.57
20160823 23:00:00	11.026	89.44	24.17
20160823 23:30:00	10.997	88.71	27.31
20160824 00:00:00	82.838	89.18	29.64
20160824 00:30:00	11.837	93.07	28.36
20160824 01:00:00	114.327	92.59	27.70
20160824 01:30:01	10.653	90.84	28.38
20160824 02:00:00	116.228	92.22	25.56
20160824 02:30:01	12.021	93.02	23.90
20160824 03:00:00	169.697	90.78	29.22
20160824 03:30:00	11.34	92.74	27.31
20160824 04:00:00	10.95	93.51	25.87
20160824 04:30:00	123.264	91.05	26.64
20160824 05:00:00	48.839	93.24	28.82
20160824 05:30:01	9.987	85.40	28.36
20160824 06:00:00	121.661	91.78	28.57
20160824 06:30:01	10.549	93.79	29.65
20160824 07:00:00	10.233	91.91	25.41
20160824 07:30:00	106.758	92.59	28.17
20160824 08:00:00	11.329	93.55	27.20
20160824 08:30:00	11.271	93.17	26.54
20160824 09:00:00	173.271	92.72	25.45
20160824 09:30:00	11.253	91.64	25.69
20160824 10:00:00	139.287	92.81	28.92
20160824 10:30:00	115.758	93.10	26.45
20160824 11:00:00	11.496	92.79	25.61
20160824 11:30:00	99.254	91.74	26.27
20160824 12:00:00	11.535	91.86	28.73
20160824 12:30:00	80.403	91.12	26.33
20160824 13:00:00	11.228	92.37	27.09
20160824 13:30:00	106.371	92.01	27.03
20160824 14:00:00	11.605	90.67	23.75
20160824 14:30:00	90.194	94.43	27.79
20160824 15:00:00	11.164	91.99	25.47
20160824 15:30:00	121.181	92.00	27.47
20160824 16:00:00	177.474	91.31	26.77
20160824 16:30:01	11.282	92.85	22.76
20160824 17:00:00	11.277	89.37	26.77
20160824 17:30:00	133.638	92.55	24.79
20160824 18:00:00	10.923	92.50	25.78
20160824 18:30:00	116.092	90.43	26.64
20160824 19:00:00	12.038	88.48	27.97
20160824 19:30:00	141.61	91.64	29.85
20160824 20:00:01	11.263	92.52	24.28
20160824 20:30:00	10.11	86.50	27.73
20160824 21:00:01	54.807	73.22	21.19
20160824 21:30:00	125.368	73.84	21.76
20160824 22:00:00	10.562	92.44	28.26
20160824 22:30:00	123.07	93.46	29.06
20160824 23:00:01	161.42	91.19	25.53
20160824 23:30:00	11.056	91.29	30.39
20160825 00:00:00	113.177	91.43	25.12
20160825 00:30:00	10.889	92.73	29.63
20160825 01:00:00	146.771	88.84	27.01
20160825 01:30:00	10.941	92.76	29.19
20160825 02:00:00	121.232	85.53	27.63
20160825 02:30:00	11.832	93.35	29.17
20160825 03:00:00	328.418	93.52	26.34
20160825 03:30:00	149.585	92.17	28.21
20160825 04:00:00	11.405	93.92	27.60
20160825 04:30:01	82.342	86.94	27.09
20160825 05:00:00	10.854	91.31	26.42
20160825 05:30:00	17.815	88.05	25.91
20160825 06:00:00	122.651	92.58	28.05
20160825 06:30:00	12.255	91.22	28.33
20160825 07:00:00	10.665	92.69	25.79
20160825 07:30:00	12.451	92.35	24.89
20160825 08:00:00	116.445	92.25	26.75
20160825 08:30:00	11.295	92.47	25.21
20160825 09:00:00	12.375	93.00	27.96
20160825 09:30:00	124.328	93.57	28.93
20160825 10:00:00	11.159	91.28	27.48
20160825 10:30:00	31.033	92.66	26.83
20160825 11:00:00	118.649	93.27	24.62
20160825 11:30:00	12.077	91.38	28.12
20160825 12:00:00	12.507	92.05	25.95
20160825 12:30:00	121.899	92.97	29.16
20160825 13:00:00	10.844	88.55	28.20
20160825 13:30:00	12.025	90.47	26.77
20160825 14:00:00	24.221	90.12	26.73
20160825 14:30:01	12.37	88.43	26.58
20160825 15:00:00	117.292	87.95	28.46
20160825 15:30:00	11.671	85.40	24.42
20160825 16:00:00	132.509	91.39	23.66
20160825 16:30:00	11.218	89.61	24.92
20160825 17:00:01	11.684	91.07	25.29
20160825 17:30:00	142.419	91.34	25.09
20160825 18:00:00	164.75	92.50	28.11
20160825 18:30:00	9.828	89.05	26.55
20160825 19:00:00	168.724	86.89	25.64
20160825 19:30:00	11.217	85.72	22.57
20160825 20:00:00	124.508	92.03	27.98
20160825 20:30:00	11.211	78.20	22.94
20160825 21:00:00	151.271	90.71	25.54
20160825 21:30:00	114.994	87.88	26.38
20160825 22:00:01	10.621	92.84	26.42
20160825 22:30:00	120.434	91.86	26.65
20160825 23:00:00	11.409	88.50	27.37
20160825 23:30:00	11.234	85.91	25.93
20160826 00:00:00	108.971	89.54	27.19
20160826 00:30:00	10.49	92.61	28.09
20160826 01:00:01	115.06	93.54	28.78
20160826 01:30:00	10.992	92.06	26.29
20160826 02:00:01	126.668	92.42	27.15
20160826 02:30:00	11.997	93.53	27.74
20160826 03:00:00	12.409	90.73	26.40
20160826 03:30:00	120.586	93.10	26.02
20160826 04:00:00	10.808	90.47	26.81
20160826 04:30:00	129.495	93.59	26.88
20160826 05:00:00	10.981	93.54	26.91
20160826 05:30:00	122.242	92.90	29.53
20160826 06:00:00	11.533	93.21	28.87
20160826 06:30:00	117.049	92.68	25.98
20160826 07:00:01	11.189	89.19	26.95
20160826 07:30:00	11.354	92.67	25.74
20160826 08:00:00	104.499	86.89	27.53
20160826 08:30:00	142.306	93.99	31.08
20160826 09:00:00	11.05	83.03	27.08
20160826 09:30:01	116.38	87.97	23.50
20160826 10:00:00	11.582	94.09	26.93
20160826 10:30:00	12.212	80.19	25.64
20160826 11:00:00	146.294	92.35	27.24
20160826 11:30:00	17.669	90.71	25.25
20160826 12:00:00	107.233	89.78	29.39
20160826 12:30:00	65.153	87.22	26.22
20160826 13:00:00	11.151	92.45	27.43
20160826 13:30:00	120.648	88.32	28.39
20160826 14:00:00	36.33	91.04	27.55
20160826 14:30:00	65.608	87.68	29.42
20160826 15:00:00	81.962	90.79	29.17
20160826 15:30:00	118.274	93.23	30.44
20160826 16:00:00	12.5	92.73	25.54
20160826 16:30:00	110.224	92.85	22.73
20160826 17:00:00	124.069	89.65	26.02
20160826 17:30:00	11.286	89.03	27.92
20160826 18:00:00	121.615	92.84	28.80
20160826 18:30:00	10.748	92.83	27.01
20160826 19:00:00	79.412	88.51	26.45
20160826 19:30:00	165.909	84.54	26.28
20160826 20:00:00	180.416	73.52	19.74
20160826 20:30:00	50.854	76.60	17.75
20160826 21:00:00	104.481	25.75	9.63
20160826 21:30:00	222.669	73.81	22.02
20160826 22:00:00	11.338	82.66	25.37
20160826 22:30:00	131.633	86.81	24.74
20160826 23:00:00	11.998	93.48	30.00
20160826 23:30:00	111.471	92.58	25.32
20160827 00:00:01	11.021	91.31	28.30
20160827 00:30:00	19.443	91.58	27.17
20160827 01:00:00	185.18	93.01	27.83
20160827 01:30:00	10.746	93.88	27.72
20160827 02:00:00	110.665	93.05	27.90
20160827 02:30:00	10.707	91.81	28.21
20160827 03:00:00	112.663	92.56	26.62
20160827 03:30:00	10.803	91.04	27.67
20160827 04:00:00	112.667	81.34	29.94
20160827 04:30:00	11.692	91.98	28.38
20160827 05:00:00	9.764	90.85	28.64
20160827 05:30:00	109.515	90.92	26.54
20160827 06:00:00	9.586	93.54	25.87
20160827 06:30:00	46.756	92.56	27.81
20160827 07:00:00	12.216	89.93	26.04
20160827 07:30:00	12.615	91.03	25.77
20160827 08:00:00	78.981	89.08	26.69
20160827 08:30:01	11.521	90.96	26.76
20160827 09:00:00	11.307	89.81	26.63
20160827 09:30:00	78.083	93.08	27.27
20160827 10:00:01	13.0	92.63	27.72
20160827 10:30:00	163.771	88.95	27.65
20160827 11:00:00	11.146	91.17	30.09
20160827 11:30:00	11.247	91.48	25.03
20160827 12:00:00	131.307	88.45	29.32
20160827 12:30:00	131.355	86.64	27.66
20160827 13:00:00	11.228	93.68	27.28
20160827 13:30:00	11.771	85.88	27.76
20160827 14:00:01	129.103	92.49	27.65
20160827 14:30:00	11.952	92.28	27.16
20160827 15:00:01	133.854	88.83	24.84
20160827 15:30:00	11.01	93.89	25.95
20160827 16:00:00	118.224	90.84	29.42
20160827 16:30:01	11.11	93.27	28.25
20160827 17:00:01	119.212	92.00	29.80
20160827 17:30:00	11.235	90.44	24.82
20160827 18:00:00	10.755	90.91	29.57
20160827 18:30:00	128.205	93.57	27.53
20160827 19:00:00	11.227	93.41	27.25
20160827 19:30:00	113.706	89.55	25.73
20160827 20:00:00	12.238	87.44	28.09
20160827 20:30:01	198.054	85.47	22.34
20160827 21:00:00	10.208	90.00	28.85
20160827 21:30:00	10.231	92.11	25.66
20160827 22:00:00	181.392	87.75	29.71
20160827 22:30:00	144.791	92.62	29.47
20160827 23:00:00	112.543	92.46	23.77
20160827 23:30:00	10.309	91.57	29.28
20160828 00:00:00	10.56	94.04	25.85
20160828 00:30:00	119.896	93.78	26.54
20160828 01:00:00	10.475	90.34	26.62
20160828 01:30:00	108.671	91.58	28.95
